# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_upstream_gene_variant
SLC22A4	SLC22A4	NM_003059.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC24A3	SLC24A3	NM_020689.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC25A13	SLC25A13	NM_014251.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC25A16	SLC25A16	NM_152707.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A21	SLC25A21	NM_030631.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
SLC25A35	SLC25A35	NM_001320870.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SLC25A4	SLC25A4	NM_001151.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SLC25A42	SLC25A42	NM_178526.5	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0
SLC26A4	SLC26A4	NM_000441.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC26A8	SLC26A8	NM_052961.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC27A2	SLC27A2	NM_003645.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC2A13	SLC2A13	NM_052885.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SLC2A14	SLC2A14	NM_001286234.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC35C1	SLC35C1	NM_018389.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SLC35F1	SLC35F1	NM_001029858.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SLC35G2	SLC35G2	NM_025246.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
SLC35G6	SLC35G6	NM_001102614.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC36A1	SLC36A1	NM_078483.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC38A11	SLC38A11	NM_001351537.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC38A2	SLC38A2	NM_018976.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC38A8	SLC38A8	NM_001080442.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC39A11	SLC39A11	NM_139177.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SLC43A2	SLC43A2	NM_152346.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC44A4	SLC44A4	NM_025257.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC4A1AP	SLC4A1AP	NM_018158.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SLC4A4	SLC4A4	NM_001098484.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC4A4	SLC4A4	NM_003759.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC5A11	SLC5A11	NM_001352248.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC6A16	SLC6A16	NM_014037.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC6A18	SLC6A18	NM_182632.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC8A2	SLC8A2	NM_015063.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SLC9B1	SLC9B1	NM_139173.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC9C2	SLC9C2	NM_178527.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLCO5A1	SLCO5A1	NM_030958.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLX4IP	SLX4IP	NM_001009608.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMAD9	SMAD9	NM_001127217.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
SMARCA2	SMARCA2	NM_003070.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMARCC1	SMARCC1	NM_003074.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SMG1	SMG1	NM_015092.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMG6	SMG6	NM_017575.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMIM12	SMIM12	NM_138428.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SMIM13	SMIM13	NM_001135575.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMIM14	SMIM14	NM_174921.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMIM22	SMIM22	NM_001253794.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMIM41	SMIM41	NM_001369216.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMIM46	SMIM46	NM_001414411.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SMO	SMO	NM_005631.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMOC2	SMOC2	NM_001166412.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SMURF2	SMURF2	NM_022739.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNAPC3	SNAPC3	NM_001039697.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNAPC5	SNAPC5	NM_001329615.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNRNP40	SNRNP40	NM_004814.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNTG2	SNTG2	NM_018968.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNU13	SNU13	NM_001003796.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SNX10	SNX10	NM_013322.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNX27	SNX27	NM_001330723.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SNX29	SNX29	NM_032167.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SOBP	SOBP	NM_018013.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SOCS6	SOCS6	NM_004232.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SORCS2	SORCS2	NM_020777.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SORCS3	SORCS3	NM_014978.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SORL1	SORL1	NM_003105.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SOS1	SOS1	NM_005633.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SOX6	SOX6	NM_001367873.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SP1	SP1	NM_138473.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SP110	SP110	NM_080424.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPATA13	SPATA13	NM_001166271.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPATA46	SPATA46	NM_182581.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SPATC1	SPATC1	NM_198572.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPATS2	SPATS2	NM_023071.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPATS2L	SPATS2L	NM_001100423.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPDYE10	SPDYE10	NM_001382505.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPG7	SPG7	NM_003119.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPI1	SPI1	NM_003120.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPIN1	SPIN1	NM_006717.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPIRE1	SPIRE1	NM_001128626.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPNS2	SPNS2	NM_001124758.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPOCK3	SPOCK3	NM_001040159.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SPON1	SPON1	NM_006108.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPRED2	SPRED2	NM_181784.3	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1
SPSB2	SPSB2	NM_032641.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SPTBN1	SPTBN1	NM_003128.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SPTBN4	SPTBN4	NM_020971.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SRBD1	SRBD1	NM_018079.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
SRP54	SRP54	NM_003136.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SRPK2	SRPK2	NM_182692.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SRSF10	SRSF10	NM_054016.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SSBP2	SSBP2	NM_001256732.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SSC5D	SSC5D	NM_001144950.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SSH2	SSH2	NM_001282129.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ST3GAL1	ST3GAL1	NM_173344.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ST6GALNAC3	ST6GALNAC3	NM_152996.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ST6GALNAC5	ST6GALNAC5	NM_030965.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ST7	ST7	NM_001369598.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ST8SIA5	ST8SIA5	NM_013305.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STARD7	STARD7	NM_020151.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STAU1	STAU1	NM_017453.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STEEP1	STEEP1	NM_022101.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
STIL	STIL	NM_001048166.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	2
STIM1	STIM1	NM_001382567.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STIM2	STIM2	NM_020860.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
STK24	STK24	NM_001032296.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STK32B	STK32B	NM_018401.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
STK39	STK39	NM_013233.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STK4	STK4	NM_006282.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STON1	STON1	NM_006873.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STOX2	STOX2	NM_020225.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STRN	STRN	NM_003162.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STRN3	STRN3	NM_001083893.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STX8	STX8	NM_004853.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
STXBP5L	STXBP5L	NM_001308330.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
SUGCT	SUGCT	NM_001193313.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
SUGT1	SUGT1	NM_006704.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SUMF1	SUMF1	NM_182760.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SUPT6H	SUPT6H	NM_003170.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SV2A	SV2A	NM_014849.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SVEP1	SVEP1	NM_153366.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SVOPL	SVOPL	NM_001139456.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SYCE1L	SYCE1L	NM_001129979.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SYS1	SYS1	NM_033542.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SYT1	SYT1	NM_005639.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SYT14	SYT14	NM_001146262.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SYT17	SYT17	NM_016524.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SYT3	SYT3	NM_001160329.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SYT5	SYT5	NM_003180.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TAF12	TAF12	NM_005644.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TAF2	TAF2	NM_003184.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TAF5L	TAF5L	NM_014409.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TAFA1	TAFA1	NM_213609.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TANGO2	TANGO2	NM_152906.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TANGO6	TANGO6	NM_024562.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TAOK1	TAOK1	NM_020791.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
TAOK3	TAOK3	NM_016281.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TAPBP	TAPBP	NM_003190.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TARDBP	TARDBP	NM_007375.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TATDN1	TATDN1	NM_032026.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TAX1BP1	TAX1BP1	NM_006024.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
TBC1D1	TBC1D1	NM_001396959.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TBC1D12	TBC1D12	NM_015188.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
TBC1D22A	TBC1D22A	NM_014346.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TBC1D5	TBC1D5	NM_001349074.2	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0
TBCD	TBCD	NM_005993.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TBCE	TBCE	NM_003193.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TBPL2	TBPL2	NM_199047.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TBRG4	TBRG4	NM_004749.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TBX20	TBX20	NM_001077653.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	3	1	0	0
TCAIM	TCAIM	NM_173826.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TCEA1	TCEA1	NM_006756.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TCEANC	TCEANC	NM_001297563.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TCEANC2	TCEANC2	NM_153035.3	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
TCF4	TCF4	NM_001083962.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TCFL5	TCFL5	NM_006602.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TCP1	TCP1	NM_030752.3	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1
TDRD7	TDRD7	NM_014290.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
TEAD3	TEAD3	NM_003214.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TEC	TEC	NM_003215.3	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0
TEF	TEF	NM_003216.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TEKT1	TEKT1	NM_053285.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TENM2	TENM2	NM_001395460.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TENM4	TENM4	NM_001098816.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TESC	TESC	NM_017899.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TESK2	TESK2	NM_007170.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TESMIN	TESMIN	NM_004923.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TESPA1	TESPA1	NM_001136030.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TET1	TET1	NM_030625.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TET3	TET3	NM_001287491.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TEX10	TEX10	NM_017746.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TEX44	TEX44	NM_152614.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TFAP2A	TFAP2A	NM_001372066.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TFAP2B	TFAP2B	NM_003221.4	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
TFDP2	TFDP2	NM_001178139.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
TFR2	TFR2	NM_003227.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TGFB2	TGFB2	NM_003238.6	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0
TGIF2	TGIF2	NM_021809.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TGM4	TGM4	NM_003241.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
THNSL1	THNSL1	NM_024838.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
THOC5	THOC5	NM_003678.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
THOP1	THOP1	NM_003249.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
THRAP3	THRAP3	NM_005119.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
THSD1	THSD1	NM_018676.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
THSD4	THSD4	NM_024817.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TIMM50	TIMM50	NM_001001563.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TIMM8B	TIMM8B	NM_012459.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TINAGL1	TINAGL1	NM_022164.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TLCD4	TLCD4	NM_152487.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TLE1	TLE1	NM_005077.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TLE2	TLE2	NM_003260.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TLE5	TLE5	NM_001130.6	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TLK2	TLK2	NM_006852.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TLN2	TLN2	NM_015059.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
TLX2	TLX2	NM_016170.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TM4SF4	TM4SF4	NM_004617.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TM9SF1	TM9SF1	NM_006405.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMC7	TMC7	NM_024847.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMCC3	TMCC3	NM_020698.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEFF2	TMEFF2	NM_016192.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM132B	TMEM132B	NM_001366854.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM132C	TMEM132C	NM_001136103.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM132D	TMEM132D	NM_133448.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM156	TMEM156	NM_024943.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM161A	TMEM161A	NM_017814.3	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
TMEM165	TMEM165	NM_018475.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
TMEM213	TMEM213	NM_001085429.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0
TMEM217	TMEM217	NM_001286401.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM217B	TMEM217B	NM_001395378.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM265	TMEM265	NM_001256829.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM273	TMEM273	NM_001288740.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM45B	TMEM45B	NM_138788.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TMEM50B	TMEM50B	NM_006134.7	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TMEM63A	TMEM63A	NM_014698.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMEM63B	TMEM63B	NM_018426.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
TMEM87A	TMEM87A	NM_015497.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMPO	TMPO	NM_001032283.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
TMPRSS15	TMPRSS15	NM_002772.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMPRSS9	TMPRSS9	NM_001395513.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMTC2	TMTC2	NM_152588.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TMTC4	TMTC4	NM_032813.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TNFAIP8L1	TNFAIP8L1	NM_152362.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF10B	TNFRSF10B	NM_003842.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TNFRSF10D	TNFRSF10D	NM_003840.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF21	TNFRSF21	NM_014452.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TNNT2	TNNT2	NM_001276345.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TNPO2	TNPO2	NM_001382241.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TNR	TNR	NM_003285.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TNRC18	TNRC18	NM_001080495.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TNRC6A	TNRC6A	NM_014494.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TNRC6C	TNRC6C	NM_001142640.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TNS3	TNS3	NM_022748.12	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TOB2	TOB2	NM_016272.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TOGARAM1	TOGARAM1	NM_001308120.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TOPAZ1	TOPAZ1	NM_001145030.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TOR1A	TOR1A	NM_000113.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TP53	TP53	NM_000546.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
TP53INP1	TP53INP1	NM_033285.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
